threshold,fmr,fnmr
0.27,1.0,0.0033333333333333335
0.271,1.0,0.0033333333333333335
0.272,1.0,0.0033333333333333335
0.273,1.0,0.0033333333333333335
0.274,1.0,0.0033333333333333335
0.275,1.0,0.0033333333333333335
0.276,1.0,0.0033333333333333335
0.277,1.0,0.006666666666666667
0.278,1.0,0.006666666666666667
0.279,1.0,0.006666666666666667
0.28,1.0,0.006666666666666667
0.281,1.0,0.006666666666666667
0.282,1.0,0.006666666666666667
0.283,1.0,0.006666666666666667
0.284,1.0,0.006666666666666667
0.285,1.0,0.006666666666666667
0.286,1.0,0.006666666666666667
0.287,1.0,0.006666666666666667
0.288,1.0,0.006666666666666667
0.289,1.0,0.006666666666666667
0.29,1.0,0.006666666666666667
0.291,1.0,0.006666666666666667
0.292,1.0,0.006666666666666667
0.293,1.0,0.006666666666666667
0.294,1.0,0.006666666666666667
0.295,1.0,0.006666666666666667
0.296,1.0,0.006666666666666667
0.297,1.0,0.006666666666666667
0.298,1.0,0.006666666666666667
0.299,1.0,0.006666666666666667
0.3,1.0,0.006666666666666667
0.301,1.0,0.006666666666666667
0.302,1.0,0.006666666666666667
0.303,1.0,0.006666666666666667
0.304,1.0,0.006666666666666667
0.305,1.0,0.006666666666666667
0.306,1.0,0.006666666666666667
0.307,1.0,0.006666666666666667
0.308,1.0,0.006666666666666667
0.309,1.0,0.006666666666666667
0.31,1.0,0.006666666666666667
0.311,1.0,0.006666666666666667
0.312,1.0,0.006666666666666667
0.313,1.0,0.006666666666666667
0.314,1.0,0.006666666666666667
0.315,1.0,0.006666666666666667
0.316,1.0,0.006666666666666667
0.317,1.0,0.006666666666666667
0.318,1.0,0.006666666666666667
0.319,1.0,0.006666666666666667
0.32,1.0,0.006666666666666667
0.321,1.0,0.006666666666666667
0.322,1.0,0.006666666666666667
0.323,1.0,0.006666666666666667
0.324,1.0,0.006666666666666667
0.325,1.0,0.006666666666666667
0.326,1.0,0.006666666666666667
0.327,1.0,0.006666666666666667
0.328,1.0,0.006666666666666667
0.329,1.0,0.006666666666666667
0.33,1.0,0.006666666666666667
0.331,1.0,0.006666666666666667
0.332,1.0,0.006666666666666667
0.333,1.0,0.006666666666666667
0.334,1.0,0.006666666666666667
0.335,1.0,0.006666666666666667
0.336,1.0,0.006666666666666667
0.337,1.0,0.006666666666666667
0.338,1.0,0.006666666666666667
0.339,1.0,0.006666666666666667
0.34,1.0,0.006666666666666667
0.341,1.0,0.006666666666666667
0.342,1.0,0.006666666666666667
0.343,1.0,0.006666666666666667
0.344,1.0,0.006666666666666667
0.345,1.0,0.006666666666666667
0.346,1.0,0.006666666666666667
0.347,1.0,0.006666666666666667
0.348,1.0,0.006666666666666667
0.349,1.0,0.006666666666666667
0.35,1.0,0.006666666666666667
0.351,1.0,0.006666666666666667
0.352,1.0,0.006666666666666667
0.353,1.0,0.006666666666666667
0.354,1.0,0.006666666666666667
0.355,1.0,0.006666666666666667
0.356,1.0,0.006666666666666667
0.357,1.0,0.006666666666666667
0.358,1.0,0.006666666666666667
0.359,1.0,0.006666666666666667
0.36,1.0,0.006666666666666667
0.361,1.0,0.006666666666666667
0.362,1.0,0.006666666666666667
0.363,1.0,0.006666666666666667
0.364,1.0,0.006666666666666667
0.365,1.0,0.006666666666666667
0.366,1.0,0.006666666666666667
0.367,1.0,0.006666666666666667
0.368,1.0,0.006666666666666667
0.369,1.0,0.006666666666666667
0.37,1.0,0.006666666666666667
0.371,1.0,0.006666666666666667
0.372,1.0,0.006666666666666667
0.373,1.0,0.006666666666666667
0.374,1.0,0.006666666666666667
0.375,1.0,0.006666666666666667
0.376,1.0,0.006666666666666667
0.377,1.0,0.006666666666666667
0.378,1.0,0.006666666666666667
0.379,1.0,0.006666666666666667
0.38,1.0,0.006666666666666667
0.381,1.0,0.006666666666666667
0.382,1.0,0.006666666666666667
0.383,1.0,0.006666666666666667
0.384,1.0,0.006666666666666667
0.385,1.0,0.006666666666666667
0.386,1.0,0.006666666666666667
0.387,1.0,0.006666666666666667
0.388,1.0,0.006666666666666667
0.389,1.0,0.006666666666666667
0.39,1.0,0.006666666666666667
0.391,1.0,0.006666666666666667
0.392,1.0,0.006666666666666667
0.393,1.0,0.006666666666666667
0.394,1.0,0.006666666666666667
0.395,1.0,0.006666666666666667
0.396,1.0,0.006666666666666667
0.397,1.0,0.006666666666666667
0.398,1.0,0.006666666666666667
0.399,1.0,0.006666666666666667
0.4,1.0,0.006666666666666667
0.401,1.0,0.006666666666666667
0.402,1.0,0.006666666666666667
0.403,1.0,0.006666666666666667
0.404,1.0,0.006666666666666667
0.405,1.0,0.006666666666666667
0.406,1.0,0.006666666666666667
0.407,1.0,0.006666666666666667
0.408,1.0,0.006666666666666667
0.409,1.0,0.006666666666666667
0.41,1.0,0.006666666666666667
0.411,1.0,0.006666666666666667
0.412,1.0,0.006666666666666667
0.413,1.0,0.006666666666666667
0.414,1.0,0.006666666666666667
0.415,1.0,0.006666666666666667
0.416,1.0,0.006666666666666667
0.417,1.0,0.006666666666666667
0.418,1.0,0.006666666666666667
0.419,1.0,0.006666666666666667
0.42,1.0,0.006666666666666667
0.421,1.0,0.006666666666666667
0.422,1.0,0.006666666666666667
0.423,1.0,0.006666666666666667
0.424,1.0,0.006666666666666667
0.425,1.0,0.006666666666666667
0.426,1.0,0.006666666666666667
0.427,1.0,0.006666666666666667
0.428,1.0,0.006666666666666667
0.429,1.0,0.006666666666666667
0.43,1.0,0.006666666666666667
0.431,1.0,0.006666666666666667
0.432,1.0,0.006666666666666667
0.433,1.0,0.006666666666666667
0.434,1.0,0.006666666666666667
0.435,1.0,0.006666666666666667
0.436,1.0,0.006666666666666667
0.437,1.0,0.006666666666666667
0.438,1.0,0.006666666666666667
0.439,1.0,0.006666666666666667
0.44,1.0,0.006666666666666667
0.441,1.0,0.006666666666666667
0.442,1.0,0.006666666666666667
0.443,1.0,0.006666666666666667
0.444,1.0,0.006666666666666667
0.445,1.0,0.006666666666666667
0.446,1.0,0.006666666666666667
0.447,1.0,0.006666666666666667
0.448,1.0,0.006666666666666667
0.449,1.0,0.006666666666666667
0.45,1.0,0.006666666666666667
0.451,1.0,0.006666666666666667
0.452,1.0,0.006666666666666667
0.453,1.0,0.006666666666666667
0.454,1.0,0.006666666666666667
0.455,1.0,0.006666666666666667
0.456,1.0,0.006666666666666667
0.457,1.0,0.006666666666666667
0.458,1.0,0.006666666666666667
0.459,1.0,0.006666666666666667
0.46,1.0,0.006666666666666667
0.461,1.0,0.006666666666666667
0.462,1.0,0.006666666666666667
0.463,1.0,0.006666666666666667
0.464,1.0,0.006666666666666667
0.465,1.0,0.006666666666666667
0.466,1.0,0.006666666666666667
0.467,1.0,0.006666666666666667
0.468,1.0,0.006666666666666667
0.469,1.0,0.006666666666666667
0.47,1.0,0.006666666666666667
0.471,1.0,0.006666666666666667
0.472,1.0,0.006666666666666667
0.473,1.0,0.006666666666666667
0.474,1.0,0.006666666666666667
0.475,1.0,0.006666666666666667
0.476,1.0,0.006666666666666667
0.477,1.0,0.006666666666666667
0.478,1.0,0.006666666666666667
0.479,1.0,0.006666666666666667
0.48,1.0,0.006666666666666667
0.481,1.0,0.006666666666666667
0.482,1.0,0.006666666666666667
0.483,1.0,0.006666666666666667
0.484,1.0,0.006666666666666667
0.485,1.0,0.006666666666666667
0.486,1.0,0.006666666666666667
0.487,1.0,0.006666666666666667
0.488,1.0,0.006666666666666667
0.489,1.0,0.006666666666666667
0.49,1.0,0.006666666666666667
0.491,1.0,0.006666666666666667
0.492,1.0,0.006666666666666667
0.493,1.0,0.006666666666666667
0.494,1.0,0.006666666666666667
0.495,1.0,0.006666666666666667
0.496,1.0,0.006666666666666667
0.497,1.0,0.006666666666666667
0.498,1.0,0.006666666666666667
0.499,1.0,0.006666666666666667
0.5,1.0,0.006666666666666667
0.501,1.0,0.006666666666666667
0.502,1.0,0.006666666666666667
0.503,1.0,0.006666666666666667
0.504,1.0,0.006666666666666667
0.505,1.0,0.006666666666666667
0.506,1.0,0.006666666666666667
0.507,1.0,0.006666666666666667
0.508,1.0,0.006666666666666667
0.509,1.0,0.006666666666666667
0.51,1.0,0.006666666666666667
0.511,1.0,0.006666666666666667
0.512,1.0,0.006666666666666667
0.513,1.0,0.006666666666666667
0.514,1.0,0.006666666666666667
0.515,1.0,0.006666666666666667
0.516,1.0,0.006666666666666667
0.517,1.0,0.006666666666666667
0.518,1.0,0.006666666666666667
0.519,1.0,0.006666666666666667
0.52,1.0,0.006666666666666667
0.521,1.0,0.006666666666666667
0.522,1.0,0.006666666666666667
0.523,1.0,0.006666666666666667
0.524,1.0,0.006666666666666667
0.525,1.0,0.006666666666666667
0.526,1.0,0.006666666666666667
0.527,1.0,0.006666666666666667
0.528,1.0,0.006666666666666667
0.529,1.0,0.006666666666666667
0.53,1.0,0.006666666666666667
0.531,1.0,0.006666666666666667
0.532,1.0,0.006666666666666667
0.533,1.0,0.006666666666666667
0.534,1.0,0.006666666666666667
0.535,1.0,0.006666666666666667
0.536,1.0,0.006666666666666667
0.537,1.0,0.006666666666666667
0.538,1.0,0.006666666666666667
0.539,1.0,0.006666666666666667
0.54,1.0,0.006666666666666667
0.541,1.0,0.006666666666666667
0.542,1.0,0.006666666666666667
0.543,1.0,0.006666666666666667
0.544,1.0,0.006666666666666667
0.545,1.0,0.006666666666666667
0.546,1.0,0.006666666666666667
0.547,1.0,0.006666666666666667
0.548,1.0,0.006666666666666667
0.549,1.0,0.006666666666666667
0.55,1.0,0.006666666666666667
0.551,1.0,0.006666666666666667
0.552,1.0,0.006666666666666667
0.553,1.0,0.006666666666666667
0.554,1.0,0.006666666666666667
0.555,1.0,0.006666666666666667
0.556,1.0,0.006666666666666667
0.557,1.0,0.006666666666666667
0.558,1.0,0.006666666666666667
0.559,1.0,0.006666666666666667
0.56,1.0,0.006666666666666667
0.561,1.0,0.006666666666666667
0.562,1.0,0.006666666666666667
0.563,1.0,0.006666666666666667
0.564,1.0,0.006666666666666667
0.565,1.0,0.006666666666666667
0.566,1.0,0.006666666666666667
0.567,1.0,0.006666666666666667
0.568,1.0,0.006666666666666667
0.569,1.0,0.006666666666666667
0.57,1.0,0.006666666666666667
0.571,1.0,0.006666666666666667
0.572,1.0,0.006666666666666667
0.573,1.0,0.006666666666666667
0.574,1.0,0.006666666666666667
0.575,1.0,0.006666666666666667
0.576,1.0,0.006666666666666667
0.577,1.0,0.006666666666666667
0.578,1.0,0.006666666666666667
0.579,1.0,0.006666666666666667
0.58,1.0,0.006666666666666667
0.581,1.0,0.006666666666666667
0.582,1.0,0.006666666666666667
0.583,1.0,0.006666666666666667
0.584,1.0,0.006666666666666667
0.585,1.0,0.006666666666666667
0.586,1.0,0.006666666666666667
0.587,1.0,0.006666666666666667
0.588,1.0,0.006666666666666667
0.589,1.0,0.006666666666666667
0.59,1.0,0.006666666666666667
0.591,1.0,0.006666666666666667
0.592,1.0,0.006666666666666667
0.593,1.0,0.006666666666666667
0.594,1.0,0.006666666666666667
0.595,1.0,0.006666666666666667
0.596,1.0,0.006666666666666667
0.597,1.0,0.006666666666666667
0.598,1.0,0.006666666666666667
0.599,1.0,0.006666666666666667
0.6,1.0,0.006666666666666667
0.601,1.0,0.006666666666666667
0.602,1.0,0.006666666666666667
0.603,1.0,0.006666666666666667
0.604,1.0,0.006666666666666667
0.605,1.0,0.006666666666666667
0.606,1.0,0.006666666666666667
0.607,1.0,0.006666666666666667
0.608,1.0,0.006666666666666667
0.609,1.0,0.006666666666666667
0.61,1.0,0.006666666666666667
0.611,1.0,0.006666666666666667
0.612,1.0,0.006666666666666667
0.613,1.0,0.006666666666666667
0.614,1.0,0.006666666666666667
0.615,1.0,0.006666666666666667
0.616,1.0,0.006666666666666667
0.617,1.0,0.006666666666666667
0.618,1.0,0.006666666666666667
0.619,1.0,0.006666666666666667
0.62,1.0,0.006666666666666667
0.621,1.0,0.006666666666666667
0.622,1.0,0.006666666666666667
0.623,1.0,0.006666666666666667
0.624,1.0,0.006666666666666667
0.625,1.0,0.006666666666666667
0.626,1.0,0.006666666666666667
0.627,1.0,0.006666666666666667
0.628,1.0,0.006666666666666667
0.629,1.0,0.006666666666666667
0.63,1.0,0.006666666666666667
0.631,1.0,0.006666666666666667
0.632,1.0,0.006666666666666667
0.633,1.0,0.006666666666666667
0.634,1.0,0.006666666666666667
0.635,1.0,0.006666666666666667
0.636,1.0,0.006666666666666667
0.637,1.0,0.006666666666666667
0.638,1.0,0.006666666666666667
0.639,1.0,0.006666666666666667
0.64,1.0,0.006666666666666667
0.641,1.0,0.006666666666666667
0.642,1.0,0.006666666666666667
0.643,1.0,0.006666666666666667
0.644,1.0,0.006666666666666667
0.645,1.0,0.006666666666666667
0.646,1.0,0.006666666666666667
0.647,0.9966666666666667,0.006666666666666667
0.648,0.9966666666666667,0.006666666666666667
0.649,0.9966666666666667,0.006666666666666667
0.65,0.9966666666666667,0.006666666666666667
0.651,0.9966666666666667,0.006666666666666667
0.652,0.9966666666666667,0.006666666666666667
0.653,0.9966666666666667,0.006666666666666667
0.654,0.9966666666666667,0.006666666666666667
0.655,0.9966666666666667,0.006666666666666667
0.656,0.9966666666666667,0.006666666666666667
0.657,0.9933333333333333,0.006666666666666667
0.658,0.9933333333333333,0.006666666666666667
0.659,0.9933333333333333,0.006666666666666667
0.66,0.99,0.006666666666666667
0.661,0.99,0.006666666666666667
0.662,0.99,0.006666666666666667
0.663,0.99,0.006666666666666667
0.664,0.99,0.006666666666666667
0.665,0.99,0.006666666666666667
0.666,0.99,0.006666666666666667
0.667,0.99,0.006666666666666667
0.668,0.99,0.006666666666666667
0.669,0.99,0.006666666666666667
0.67,0.99,0.006666666666666667
0.671,0.99,0.006666666666666667
0.672,0.99,0.006666666666666667
0.673,0.99,0.006666666666666667
0.674,0.99,0.006666666666666667
0.675,0.99,0.006666666666666667
0.676,0.99,0.006666666666666667
0.677,0.99,0.006666666666666667
0.678,0.99,0.006666666666666667
0.679,0.99,0.006666666666666667
0.68,0.99,0.006666666666666667
0.681,0.99,0.006666666666666667
0.682,0.9866666666666667,0.006666666666666667
0.683,0.9866666666666667,0.006666666666666667
0.684,0.9866666666666667,0.006666666666666667
0.685,0.9866666666666667,0.006666666666666667
0.686,0.9866666666666667,0.006666666666666667
0.687,0.9866666666666667,0.006666666666666667
0.688,0.9866666666666667,0.006666666666666667
0.689,0.9866666666666667,0.006666666666666667
0.69,0.9866666666666667,0.006666666666666667
0.691,0.9866666666666667,0.006666666666666667
0.692,0.9866666666666667,0.006666666666666667
0.693,0.9866666666666667,0.006666666666666667
0.694,0.9866666666666667,0.006666666666666667
0.695,0.9866666666666667,0.006666666666666667
0.696,0.9866666666666667,0.006666666666666667
0.697,0.9866666666666667,0.006666666666666667
0.698,0.9866666666666667,0.006666666666666667
0.699,0.9866666666666667,0.006666666666666667
0.7,0.9866666666666667,0.006666666666666667
0.701,0.9866666666666667,0.006666666666666667
0.702,0.9866666666666667,0.006666666666666667
0.703,0.9866666666666667,0.006666666666666667
0.704,0.9833333333333333,0.006666666666666667
0.705,0.9833333333333333,0.006666666666666667
0.706,0.9833333333333333,0.006666666666666667
0.707,0.9833333333333333,0.006666666666666667
0.708,0.9833333333333333,0.006666666666666667
0.709,0.9833333333333333,0.006666666666666667
0.71,0.9833333333333333,0.006666666666666667
0.711,0.9833333333333333,0.006666666666666667
0.712,0.9833333333333333,0.006666666666666667
0.713,0.9833333333333333,0.01
0.714,0.9833333333333333,0.01
0.715,0.98,0.01
0.716,0.98,0.01
0.717,0.98,0.01
0.718,0.98,0.01
0.719,0.98,0.01
0.72,0.98,0.01
0.721,0.98,0.01
0.722,0.98,0.01
0.723,0.98,0.01
0.724,0.98,0.01
0.725,0.98,0.01
0.726,0.98,0.01
0.727,0.98,0.01
0.728,0.98,0.01
0.729,0.98,0.01
0.73,0.98,0.01
0.731,0.98,0.01
0.732,0.98,0.013333333333333334
0.733,0.98,0.013333333333333334
0.734,0.98,0.013333333333333334
0.735,0.98,0.013333333333333334
0.736,0.98,0.013333333333333334
0.737,0.98,0.013333333333333334
0.738,0.98,0.016666666666666666
0.739,0.98,0.016666666666666666
0.74,0.98,0.016666666666666666
0.741,0.98,0.016666666666666666
0.742,0.98,0.016666666666666666
0.743,0.98,0.016666666666666666
0.744,0.98,0.016666666666666666
0.745,0.98,0.016666666666666666
0.746,0.98,0.016666666666666666
0.747,0.98,0.016666666666666666
0.748,0.98,0.016666666666666666
0.749,0.98,0.016666666666666666
0.75,0.98,0.016666666666666666
0.751,0.98,0.016666666666666666
0.752,0.98,0.016666666666666666
0.753,0.98,0.016666666666666666
0.754,0.98,0.016666666666666666
0.755,0.98,0.016666666666666666
0.756,0.98,0.016666666666666666
0.757,0.98,0.016666666666666666
0.758,0.98,0.016666666666666666
0.759,0.98,0.016666666666666666
0.76,0.98,0.016666666666666666
0.761,0.9766666666666667,0.016666666666666666
0.762,0.9766666666666667,0.02
0.763,0.9766666666666667,0.02
0.764,0.9766666666666667,0.02
0.765,0.9766666666666667,0.02
0.766,0.9766666666666667,0.02
0.767,0.9766666666666667,0.02
0.768,0.9766666666666667,0.023333333333333334
0.769,0.9766666666666667,0.023333333333333334
0.77,0.9766666666666667,0.023333333333333334
0.771,0.9766666666666667,0.023333333333333334
0.772,0.9733333333333334,0.023333333333333334
0.773,0.9733333333333334,0.023333333333333334
0.774,0.9733333333333334,0.023333333333333334
0.775,0.9733333333333334,0.023333333333333334
0.776,0.9733333333333334,0.023333333333333334
0.777,0.9733333333333334,0.023333333333333334
0.778,0.9733333333333334,0.023333333333333334
0.779,0.9733333333333334,0.023333333333333334
0.78,0.9733333333333334,0.023333333333333334
0.781,0.9733333333333334,0.023333333333333334
0.782,0.9733333333333334,0.023333333333333334
0.783,0.97,0.023333333333333334
0.784,0.97,0.023333333333333334
0.785,0.97,0.023333333333333334
0.786,0.97,0.023333333333333334
0.787,0.97,0.023333333333333334
0.788,0.97,0.023333333333333334
0.789,0.97,0.023333333333333334
0.79,0.97,0.023333333333333334
0.791,0.97,0.023333333333333334
0.792,0.9666666666666667,0.023333333333333334
0.793,0.9666666666666667,0.023333333333333334
0.794,0.9666666666666667,0.023333333333333334
0.795,0.9666666666666667,0.023333333333333334
0.796,0.9666666666666667,0.023333333333333334
0.797,0.9666666666666667,0.023333333333333334
0.798,0.9633333333333334,0.023333333333333334
0.799,0.9633333333333334,0.023333333333333334
0.8,0.9633333333333334,0.023333333333333334
0.801,0.9633333333333334,0.023333333333333334
0.802,0.9633333333333334,0.023333333333333334
0.803,0.9566666666666667,0.023333333333333334
0.804,0.9566666666666667,0.023333333333333334
0.805,0.9566666666666667,0.023333333333333334
0.806,0.9566666666666667,0.023333333333333334
0.807,0.9566666666666667,0.023333333333333334
0.808,0.9533333333333334,0.023333333333333334
0.809,0.95,0.02666666666666667
0.81,0.95,0.02666666666666667
0.811,0.95,0.02666666666666667
0.812,0.95,0.02666666666666667
0.813,0.95,0.02666666666666667
0.814,0.95,0.02666666666666667
0.815,0.95,0.02666666666666667
0.816,0.95,0.02666666666666667
0.817,0.95,0.02666666666666667
0.818,0.95,0.02666666666666667
0.819,0.95,0.03
0.82,0.95,0.03333333333333333
0.821,0.95,0.03333333333333333
0.822,0.95,0.03333333333333333
0.823,0.95,0.03333333333333333
0.824,0.95,0.03333333333333333
0.825,0.95,0.03333333333333333
0.826,0.9466666666666667,0.03333333333333333
0.827,0.9466666666666667,0.03333333333333333
0.828,0.9466666666666667,0.03333333333333333
0.829,0.9466666666666667,0.03333333333333333
0.83,0.9433333333333334,0.03666666666666667
0.831,0.9433333333333334,0.03666666666666667
0.832,0.94,0.03666666666666667
0.833,0.94,0.03666666666666667
0.834,0.94,0.03666666666666667
0.835,0.94,0.03666666666666667
0.836,0.94,0.03666666666666667
0.837,0.94,0.03666666666666667
0.838,0.9366666666666666,0.03666666666666667
0.839,0.9366666666666666,0.03666666666666667
0.84,0.9366666666666666,0.03666666666666667
0.841,0.9366666666666666,0.03666666666666667
0.842,0.9366666666666666,0.04
0.843,0.9333333333333333,0.04
0.844,0.9333333333333333,0.04
0.845,0.9333333333333333,0.04
0.846,0.9333333333333333,0.04
0.847,0.93,0.04
0.848,0.93,0.04
0.849,0.93,0.043333333333333335
0.85,0.93,0.043333333333333335
0.851,0.93,0.043333333333333335
0.852,0.93,0.04666666666666667
0.853,0.93,0.04666666666666667
