img1_path,img2_path,label
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Abdel_Madi_Shabneh/Abdel_Madi_Shabneh_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Dean_Barker/Dean_Barker_0001.jpg,0
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Abdel_Madi_Shabneh/Abdel_Madi_Shabneh_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Giancarlo_Fisichella/Giancarlo_Fisichella_0001.jpg,0
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Abdel_Madi_Shabneh/Abdel_Madi_Shabneh_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Mikhail_Gorbachev/Mikhail_Gorbachev_0001.jpg,0
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Abdul_Rahman/Abdul_Rahman_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Portia_de_Rossi/Portia_de_Rossi_0001.jpg,0
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Abel_Pacheco/Abel_Pacheco_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Jong_Thae_Hwa/Jong_Thae_Hwa_0002.jpg,0
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Abel_Pacheco/Abel_Pacheco_0002.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Jean-Francois_Lemounier/Jean-Francois_Lemounier_0001.jpg,0
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Afton_Smith/Afton_Smith_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Dwayne_Wade/Dwayne_Wade_0001.jpg,0
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Ahmad_Jbarah/Ahmad_Jbarah_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/James_Comey/James_Comey_0001.jpg,0
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Akhmed_Zakayev/Akhmed_Zakayev_0002.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Donna_Morrissey/Donna_Morrissey_0001.jpg,0
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Alan_Dershowitz/Alan_Dershowitz_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Bertrand_Bonello/Bertrand_Bonello_0001.jpg,0
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Alanis_Morissette/Alanis_Morissette_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Martin_Cauchon/Martin_Cauchon_0001.jpg,0
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Alexander_Lukashenko/Alexander_Lukashenko_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Heather_Chinnock/Heather_Chinnock_0001.jpg,0
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Alfonso_Cuaron/Alfonso_Cuaron_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Jason_Priestley/Jason_Priestley_0001.jpg,0
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Alfonso_Cuaron/Alfonso_Cuaron_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Patty_Schnyder/Patty_Schnyder_0002.jpg,0
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Alfonso_Soriano/Alfonso_Soriano_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Bill_Nelson/Bill_Nelson_0002.jpg,0
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Alfonso_Soriano/Alfonso_Soriano_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Julio_De_Brun/Julio_De_Brun_0001.jpg,0
/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Alfonso_Soriano/Alfonso_Soriano_0001.jpg,/Users/amnahameed/Downloads/cv/facial_filter_project/data/lfw_original/Patty_Schnyder/Patty_Schnyder_0003.jpg,0
